Pnum,BiasCondition,HarmCondition,ExplicitLowHarm,ExplicitHighHarm,ImplicitLowHarm,ImplicitHighHarm,Accountability_1,Accountability_2,Accountability_3,Accountability_4,Accountability_4_REV,Accountability_5,Accountability_5_REV,Accountability_6,xAccountability,Concern_1,Concern_1_REV,Concern_2,Concern_2_REV,Concern_3,Concern_3_REV,Concern_4,Concern_5,Concern_6,Concern_7,xConcern,Reform_1,Reform_2,Reform_3,Reform_4,Reform_5,xReform,Punish_1,Punish_2,Punish_3,xPunish,BiasPercep_1,BiasPercep_2,BiasPercep_3,BiasPercep_3_REV,BiasPercep_4,xBiasPercep,Attribution,MCP_1,MCP_2,MCP_3,MCP_4,MCP_5,xEMS,MCP_6,MCP_7,MCP_7_REV,MCP_8,MCP_9,MCP_10,xIMS,BiasAware_1,BiasAware_2,BiasAware_3,BiasAware_4,BiasAware_4_REV,xBiasAware,IB_Know_1,IB_Know_2,IB_Know_3,xIBKnow,BiasDef,Job,MedicalProf,YearBorn,Age,Gender,Gender_Recoded,Race_1,Race_2,Race_3,Race_4,Race_5,Race_6,Race_6_TEXT,White_Nonwhite,Cons,Lib,Lib_REV,xCons,Party,Party_TEXT,FESSUP,Suspicion,Feedback,Hype,Prev
165,0.5,-0.5,0,0,1,0,6,6,7,2,6,2,6,6,6.17,4,4,5,3,5,3,7,6,7,6,5.14,6,6,7,5,7,6.20,5,5,5,5.00,5,5,4,4,3,4.25,4,5,5,5,3,4,4.40,7,3,5,6,6,6,6.00,4,3,4,5,3,3.50,6,6,7,6.33,3,Retired School Counselor,0,1953,63,2,0.50,0,0,1,0,0,0,,-0.50,4,5,3.00,3.50,1,,1,0,Interesting study--I truly believe this occurs more than most people believe.,"How implicit bias affects the treatment of people in a variety of settings.  It can be based on ageism, race, gender, etc... and it affects the level of communication between people, especially when important and crucial decisions must be made.",2
166,0.5,-0.5,0,0,1,0,7,7,7,1,7,1,7,7,7.00,1,7,1,7,1,7,7,7,7,7,7.00,7,7,7,7,7,7.00,7,7,7,7.00,4,5,3,5,4,4.50,5,1,1,1,1,1,1.00,7,1,7,7,7,7,7.00,5,5,5,3,5,5.00,7,7,7,7.00,3,it technical assistant,0,1988,28,1,-0.50,0,0,1,0,0,0,,-0.50,1,7,1.00,1.00,1,,1,0,,I don't know.,2
167,0.5,-0.5,0,0,1,0,4,5,5,4,4,3,5,7,5.00,3,5,3,5,4,4,5,6,5,5,5.00,6,5,5,5,6,5.40,4,5,5,4.67,2,3,6,2,3,2.50,5,5,4,5,6,5,5.00,5,3,5,6,6,5,5.40,3,2,3,6,2,2.50,5,5,4,4.67,3,broker,0,1981,35,1,-0.50,0,0,1,0,0,0,,-0.50,5,3,5.00,5.00,2,,1,0,,bias,2
168,0.5,-0.5,0,0,1,0,7,7,7,1,7,1,7,7,7.00,1,7,1,7,1,7,7,7,7,7,7.00,7,7,7,7,7,7.00,7,7,7,7.00,1,1,7,1,1,1.00,6,1,1,4,1,1,1.60,7,1,7,7,7,7,7.00,2,2,3,6,2,2.25,7,7,7,7.00,3,gov't,0,1994,22,1,-0.50,0,0,1,0,0,0,,-0.50,1,7,1.00,1.00,1,,1,0,no,idk,2
169,0.5,-0.5,0,0,1,0,3,5,5,5,3,2,6,5,4.50,6,2,6,2,6,2,6,6,6,6,4.29,6,3,4,4,6,4.60,2,5,1,2.67,5,5,3,5,5,5.00,3,2,3,5,3,3,3.20,6,1,7,5,7,5,6.00,5,5,5,2,6,5.25,5,5,5,5.00,3,Web developer,0,1983,33,1,-0.50,0,0,1,0,0,0,,-0.50,5,6,2.00,3.50,3,,1,0,,To explore implicit bias in people.,2
170,0.5,-0.5,0,0,1,0,4,5,5,6,2,2,6,5,4.50,4,4,4,4,5,3,6,6,6,6,5.00,6,5,6,4,6,5.40,3,5,5,4.33,5,5,3,5,4,4.75,5,5,4,4,4,2,3.80,4,3,5,4,4,4,4.20,5,3,4,5,3,3.75,6,6,6,6.00,3,"student, self employed/freelancer",0,1987,29,1,-0.50,1,0,0,0,0,0,,0.50,4,5,3.00,3.50,4,Unaffiliated,1,0,No,to assess how people feel about implicit bias in healthcare and/or their own implicit biases,1
171,0.5,-0.5,0,0,1,0,4,5,6,4,4,5,3,6,4.67,4,4,4,4,5,3,5,6,5,6,4.71,5,5,4,3,5,4.40,3,5,5,4.33,4,2,5,3,2,2.75,4,3,5,2,4,2,3.20,6,5,3,4,4,5,4.40,2,5,2,6,2,2.75,2,5,5,4.00,3,IT,0,1978,38,1,-0.50,0,0,1,0,0,0,,-0.50,5,5,3.00,4.00,3,,1,0,None,To understand implicit bias,2
172,0.5,-0.5,0,0,1,0,4,4,3,3,5,6,2,6,4.00,3,5,5,3,4,4,4,6,6,6,4.86,5,2,3,3,5,3.60,3,1,5,3.00,4,4,2,6,7,5.25,6,4,1,6,2,4,3.40,4,4,4,6,6,6,5.20,2,3,5,5,3,3.25,5,3,6,4.67,1,manager,0,1957,59,2,0.50,1,0,0,0,0,0,,0.50,6,1,7.00,6.50,2,,1,0,None,How people think,2
173,0.5,-0.5,0,0,1,0,6,6,6,2,6,2,6,6,6.00,1,7,1,7,1,7,7,7,7,7,7.00,7,6,6,6,5,6.00,6,7,7,6.67,2,2,6,2,2,2.00,5,6,5,5,1,1,3.60,7,1,7,7,7,7,7.00,1,1,1,7,1,1.00,3,6,5,4.67,3,caregiver,0,1977,39,2,0.50,0,0,1,0,0,0,,-0.50,5,5,3.00,4.00,3,,1,0,no,feelings about biased actions. whether intended or not,2
174,0.5,-0.5,0,0,1,0,7,7,7,1,7,1,7,7,7.00,1,7,1,7,1,7,7,7,7,7,7.00,7,7,7,7,7,7.00,7,7,7,7.00,1,1,7,1,1,1.00,1,1,1,1,1,1,1.00,7,1,7,7,7,7,7.00,1,1,1,7,1,1.00,7,7,7,7.00,3,Psychologist,0,1974,42,2,0.50,0,0,0,1,0,0,,0.50,1,7,1.00,1.00,1,,1,0,no comments,Biases,2
175,0.5,-0.5,0,0,1,0,6,5,7,2,6,3,5,6,5.83,2,6,2,6,2,6,6,6,5,6,5.86,6,4,6,4,4,4.80,4,5,4,4.33,4,4,3,5,5,4.50,5,5,5,6,5,3,4.80,4,4,4,5,5,5,4.60,3,5,6,3,5,4.75,3,5,5,4.33,4,Engineer,0,1985,31,1,-0.50,0,0,0,0,1,0,,0.50,6,3,5.00,5.50,1,,1,0,,To understand how we learn and process the information presented to us,2
176,0.5,-0.5,0,0,1,0,5,5,5,3,5,2,6,5,5.17,5,3,5,3,4,4,6,6,6,6,4.86,6,4,6,4,4,4.80,3,4,3,3.33,3,5,5,3,3,3.50,2,2,2,5,2,2,2.60,4,2,6,6,6,5,5.40,3,4,4,3,5,4.00,6,6,6,6.00,3,sales,0,1958,58,1,-0.50,0,0,1,0,0,0,,-0.50,2,6,2.00,2.00,3,,1,0,None.,If we consciously or subconsciously have biases.,3
177,0.5,-0.5,0,0,1,0,6,6,6,1,7,2,6,7,6.33,6,2,6,2,6,2,6,7,6,7,4.57,7,6,7,5,6,6.20,6,6,6,6.00,7,7,1,7,7,7.00,6,1,6,6,1,1,3.00,6,3,5,6,6,6,5.80,6,1,1,7,1,2.25,7,7,7,7.00,3,production,0,1962,54,1,-0.50,0,0,1,0,0,0,,-0.50,7,1,7.00,7.00,2,,1,0,,I don't know,2
178,0.5,-0.5,0,0,1,0,2,4,6,3,5,4,4,5,4.33,5,3,6,2,5,3,3,4,3,2,2.86,2,5,3,4,3,3.40,4,5,3,4.00,3,3,5,3,2,2.75,3,4,3,5,5,5,4.40,6,4,4,5,5,6,5.20,1,3,2,5,3,2.25,7,5,6,6.00,3,IT Support,0,1991,25,1,-0.50,0,0,1,0,0,0,,-0.50,5,1,7.00,6.00,3,,1,0,,,2
179,0.5,-0.5,0,0,1,0,4,4,4,4,4,5,3,5,4.00,3,5,4,4,4,4,5,5,5,5,4.71,5,4,4,4,4,4.20,3,4,4,3.67,4,4,4,4,5,4.25,4,5,3,3,4,4,3.80,4,4,4,5,4,5,4.40,4,4,4,4,4,4.00,3,4,3,3.33,3,student,0,1995,21,1,-0.50,0,0,0,1,0,0,,0.50,4,4,4.00,4.00,3,,1,0,,Studying the response to an injustice,2
180,0.5,-0.5,0,0,1,0,7,7,7,3,5,4,4,7,6.17,6,2,5,3,5,3,7,7,7,7,5.14,7,7,7,7,5,6.60,3,6,3,4.00,5,5,7,1,2,3.25,6,4,4,7,4,3,4.40,7,1,7,7,7,7,7.00,1,1,1,7,1,1.00,7,7,4,6.00,3,Self-employed,0,1985,31,1,-0.50,0,0,1,0,0,0,,-0.50,1,7,1.00,1.00,1,,1,0,No comments,Information and Opinions,2
181,0.5,-0.5,0,0,1,0,3,3,5,3,5,4,4,5,4.17,6,2,6,2,6,2,3,4,3,4,2.86,5,5,4,5,2,4.20,2,2,2,2.00,3,3,3,5,2,3.25,2,5,4,4,3,5,4.20,4,5,3,3,3,4,3.40,2,2,2,5,3,2.25,5,5,3,4.33,3,"homemaker, part time finance",0,1988,28,2,0.50,0,0,0,1,0,0,,0.50,5,5,3.00,4.00,1,,1,0,"As a latina, it is funny that you can be as ""biased"" as you want but only white people are chastised for their ""biases"" when in fact cultures are different. Just look at the freedoms achieved in america while latin america has to deal with communism again and again. Also it was white Christians who ended slavery and gave everyone equal rights and opportunities. You do not see that in many other places.","to see what people think of ""implicit biases""",2
182,0.5,-0.5,0,0,1,0,5,5,5,5,3,3,5,6,4.83,5,3,4,4,5,3,5,6,5,6,4.57,4,5,3,4,5,4.20,3,6,4,4.33,6,6,3,5,4,5.25,5,6,3,2,2,2,3.00,5,4,4,5,5,5,4.80,6,4,5,3,5,5.00,2,2,4,2.67,4,Web Developer,0,1992,24,1,-0.50,1,0,0,1,0,0,,0.50,3,5,3.00,3.00,1,,1,0,,Gauge thought process on stereotyping and bias,2
183,0.5,-0.5,0,0,1,0,3,3,3,5,3,3,5,3,3.33,5,3,3,5,5,3,5,5,3,5,4.14,7,5,7,6,6,6.20,5,5,3,4.33,5,5,3,5,2,4.25,5,3,2,5,5,3,3.60,6,2,6,5,7,6,6.00,5,3,5,2,6,4.75,6,7,7,6.67,3,Teacher,0,1985,31,2,0.50,0,0,1,0,0,0,,-0.50,1,7,1.00,1.00,1,,1,0,,To determine my opinion of bias and whether or not I could recognize that I may hold bias toward other groups of people,2
184,0.5,-0.5,0,0,1,0,6,5,6,4,4,5,3,6,5.00,5,3,5,3,5,3,7,6,6,6,4.86,6,6,6,3,4,5.00,3,4,2,3.00,6,6,2,6,5,5.75,4,5,6,6,5,6,5.60,6,2,6,6,7,6,6.20,6,4,5,2,6,5.25,5,6,6,5.67,3,Engineer,0,1978,38,1,-0.50,0,0,1,0,0,0,,-0.50,5,6,2.00,3.50,1,,1,0,None at this time,How people react to Implicit Biases,2
185,0.5,-0.5,0,0,1,0,5,6,7,3,5,3,5,5,5.50,5,3,4,4,5,3,5,6,6,6,4.71,6,5,6,4,6,5.40,2,4,3,3.00,6,6,2,6,6,6.00,3,5,5,5,5,5,5.00,5,4,4,3,4,5,4.20,6,5,4,3,5,5.00,4,5,6,5.00,3,Stay-at-home-mom,0,1973,43,2,0.50,0,0,1,0,0,0,,-0.50,5,5,3.00,4.00,2,,1,0,No thank you.,To see if people think implicit biases exist and whether it affects people.,2
186,0.5,-0.5,0,0,1,0,7,7,7,7,1,1,7,7,6.00,1,7,5,3,7,1,7,7,4,7,5.14,7,7,7,7,7,7.00,7,7,7,7.00,1,7,1,7,7,5.50,6,4,7,7,7,7,6.40,7,1,7,7,7,7,7.00,7,7,7,1,7,7.00,6,6,7,6.33,3,Controller,0,1980,36,1,-0.50,0,0,1,0,0,0,,-0.50,1,7,1.00,1.00,1,,1,0,None,To see if we will judge others worse or better than ourselves when we are also biased?,2
187,0.5,-0.5,0,0,1,0,5,5,6,5,3,3,5,6,5.00,5,3,5,3,5,3,4,5,5,5,4.00,4,5,5,4,5,4.60,4,4,4,4.00,5,5,4,4,5,4.75,5,5,4,4,4,4,4.20,5,3,5,5,5,4,4.80,4,5,5,4,4,4.50,4,4,4,4.00,3,Department Supervisor,0,1972,44,1,-0.50,0,0,0,1,0,0,,0.50,4,4,4.00,4.00,3,,1,0,None,People and stereotypes within one,3
188,0.5,-0.5,0,0,1,0,2,6,6,2,6,3,5,7,5.33,1,7,6,2,6,2,5,5,6,6,4.71,6,7,7,6,2,5.60,7,6,5,6.00,6,7,2,6,6,6.25,5,7,7,7,7,7,7.00,5,3,5,5,5,2,4.40,2,2,2,5,3,2.25,6,7,7,6.67,3,Paralegal,0,1990,26,2,0.50,0,0,1,0,0,0,,-0.50,2,6,2.00,2.00,1,,1,0,,,2
189,0.5,-0.5,0,0,1,0,2,6,6,2,6,1,7,4,5.17,5,3,7,1,7,1,4,5,4,5,3.29,7,6,5,2,7,5.40,1,5,3,3.00,2,5,2,6,2,3.75,5,5,1,2,2,2,2.40,7,2,6,6,6,6,6.20,5,2,2,4,4,3.25,6,6,7,6.33,3,Unemployed,0,1984,32,1,-0.50,0,0,1,0,0,0,,-0.50,4,4,4.00,4.00,1,,1,0,I thought the study was interesting and normally don't leave comments.  My main thoughts after reading this article was that it is very interesting. I feel that Dr's should just be made aware of their own biases and go through some training to prevent it from happening in the future.,,2
190,0.5,-0.5,0,0,1,0,5,5,6,2,6,2,6,6,5.67,2,6,2,6,2,6,7,6,6,6,6.14,6,6,6,6,6,6.00,6,5,5,5.33,6,6,2,6,6,6.00,5,2,2,2,2,2,2.00,2,5,3,2,2,2,2.20,6,2,2,6,2,3.00,5,5,6,5.33,3,supervisor,0,1965,51,1,-0.50,0,0,1,0,0,0,,-0.50,7,1,7.00,7.00,2,,1,0,,No idea.,2
191,0.5,-0.5,0,0,1,0,5,7,7,3,5,1,7,6,6.17,4,4,5,3,5,3,7,6,6,6,5.00,7,4,7,2,5,5.00,5,5,4,4.67,4,5,4,4,4,4.25,5,1,1,1,1,1,1.00,6,1,7,7,7,6,6.60,2,1,2,6,2,1.75,7,7,6,6.67,3,accountant,0,1953,63,2,0.50,0,0,1,0,0,0,,-0.50,1,7,1.00,1.00,1,,1,0,no,studying implicit bias,2
192,0.5,-0.5,0,0,1,0,4,6,6,4,4,5,3,7,5.00,5,3,3,5,5,3,5,6,6,6,4.86,6,6,6,6,6,6.00,4,5,4,4.33,5,5,3,5,5,5.00,5,4,5,6,3,4,4.40,5,3,5,4,5,5,4.80,5,5,5,3,5,5.00,6,6,6,6.00,3,Driver,0,1985,31,1,-0.50,0,0,1,0,0,0,,-0.50,3,5,3.00,3.00,3,,1,0,None - thank you for the nice survey.,To see if people are aware of their implicit biases and inherit opinions of other groups of people.,2
193,0.5,-0.5,0,0,1,0,6,6,6,2,6,2,6,4,5.67,2,6,2,6,2,6,6,6,6,6,6.00,7,6,7,6,6,6.40,5,5,5,5.00,5,5,6,2,5,4.25,6,3,3,3,3,3,3.00,7,1,7,7,7,7,7.00,5,5,5,3,5,5.00,7,7,7,7.00,3,retired,0,1959,57,2,0.50,0,0,1,0,0,0,,-0.50,1,7,1.00,1.00,1,,1,0,none,bias thoughts with doctors and aging,2
194,0.5,-0.5,0,0,1,0,5,6,5,3,5,4,4,7,5.33,3,5,3,5,5,3,6,5,5,5,4.86,6,3,6,2,2,3.80,2,5,4,3.67,6,6,3,5,5,5.50,6,5,4,5,5,5,4.80,7,3,5,7,7,6,6.40,2,3,3,5,3,2.75,5,6,6,5.67,3,photographer,0,1972,44,2,0.50,0,0,1,0,0,0,,-0.50,3,5,3.00,3.00,1,,1,0,thank you,Whether or not some groups should be held to a higher standard even though they have normal human feelings.,2
195,0.5,-0.5,0,0,1,0,3,5,6,2,6,3,5,6,5.17,3,5,2,6,5,3,7,7,7,7,6.00,6,5,7,5,4,5.40,4,5,4,4.33,3,2,6,2,3,2.50,2,4,4,4,2,2,3.20,4,1,7,7,7,7,6.40,2,3,3,4,4,3.00,5,6,6,5.67,3,Retired,0,1950,66,2,0.50,0,0,1,0,0,0,,-0.50,2,7,1.00,1.50,1,,1,0,This was an interesting survey.  Thanks for letting me participate and good luck with your data collection.,"Can't really say, but I certainly am very curious....",2
196,0.5,-0.5,0,0,1,0,5,5,5,3,5,3,5,5,5.00,3,5,2,6,2,6,6,6,6,4,5.57,6,5,6,5,5,5.40,2,5,3,3.33,6,5,1,7,5,5.75,5,1,1,1,1,1,1.00,6,1,7,6,6,6,6.20,5,1,5,2,6,4.25,5,5,5,5.00,3,MAZON MECHANICAL TURK WORKER,0,1945,71,2,0.50,0,0,1,0,0,0,,-0.50,2,6,2.00,2.00,1,,1,0,NO,IMPLICIT BIASES,2
197,0.5,-0.5,0,0,1,0,5,6,6,3,5,3,5,7,5.67,3,5,3,5,4,4,5,6,5,6,5.14,6,5,7,5,5,5.60,4,5,3,4.00,5,5,3,5,4,4.75,5,2,1,2,1,1,1.40,6,4,4,6,4,5,5.00,5,2,4,4,4,3.75,5,6,6,5.67,3,Video Editor,0,1987,29,1,-0.50,0,0,1,0,0,0,,-0.50,2,5,3.00,2.50,1,,1,0,Everything worked fine and was understandable.,To see how our political views impacted our implicent bias.,2
198,0.5,-0.5,0,0,1,0,5,5,6,3,5,3,5,5,5.17,3,5,3,5,4,4,7,6,7,6,5.71,5,6,5,5,5,5.20,7,7,7,7.00,4,4,2,6,5,4.75,6,5,6,5,6,6,5.60,5,3,5,5,4,5,4.80,5,5,5,3,5,5.00,5,5,6,5.33,3,Accountant,0,1978,38,2,0.50,0,0,1,0,0,0,,-0.50,3,5,3.00,3.00,1,,1,0,,to see how we view biases,2
199,0.5,-0.5,0,0,1,0,4,6,6,3,5,2,6,6,5.50,3,5,5,3,5,3,6,6,6,6,5.00,6,5,6,5,5,5.40,3,5,3,3.67,5,5,5,3,3,4.00,6,4,5,5,3,3,4.00,6,2,6,4,6,6,5.60,5,5,5,5,3,4.50,6,6,6,6.00,3,telecom hardware installer,0,1967,49,1,-0.50,0,0,0,1,0,0,,0.50,3,5,3.00,3.00,1,,1,0,i think bias is inevitable so there should be awareness programs,don't know but it is bias related,2
200,0.5,-0.5,0,0,1,0,4,5,5,2,6,3,5,5,5.00,5,3,4,4,4,4,6,5,5,5,4.57,5,4,5,5,6,5.00,5,4,2,3.67,3,2,5,3,5,3.25,2,2,2,5,2,3,2.80,5,2,6,6,6,6,5.80,2,2,2,5,3,2.25,3,5,5,4.33,3,cashier,0,1991,25,2,0.50,0,0,1,0,0,0,,-0.50,5,3,5.00,5.00,3,,1,0,None.,To see what people think about bias.,2
201,0.5,-0.5,0,0,1,0,6,6,6,2,6,1,7,7,6.33,1,7,1,7,1,7,6,6,6,6,6.43,6,2,7,2,2,3.80,6,7,3,5.33,2,1,6,2,2,1.75,2,2,5,6,2,1,3.20,7,1,7,6,7,7,6.80,2,3,2,5,3,2.50,6,6,5,5.67,3,Systems Analyst,0,1966,50,2,0.50,0,0,1,0,0,0,,-0.50,6,5,3.00,4.50,3,,1,0,,"I'm not sure, but maybe something to do with implicit bias.",2
202,0.5,-0.5,0,0,1,0,4,6,7,2,6,2,6,6,5.83,4,4,5,3,5,3,5,5,5,5,4.29,7,6,7,5,6,6.20,4,5,4,4.33,3,3,5,3,4,3.25,2,3,2,5,2,2,2.80,7,1,7,6,7,7,6.80,2,3,3,3,5,3.25,2,6,6,4.67,3,education manager,0,1980,36,2,0.50,0,0,1,0,0,0,,-0.50,1,7,1.00,1.00,1,,1,0,No,Not sure,2
203,0.5,-0.5,0,0,1,0,5,6,6,2,6,2,6,6,5.83,3,5,3,5,3,5,6,6,6,6,5.57,6,5,6,5,3,5.00,5,5,5,5.00,4,5,3,5,3,4.25,2,2,2,2,2,2,2.00,6,2,6,6,6,6,6.00,5,6,6,3,5,5.50,6,6,6,6.00,3,Retired,0,1956,60,2,0.50,0,0,1,0,0,0,,-0.50,5,2,6.00,5.50,2,,1,0,Thanks,Bias against elderly,2
204,0.5,-0.5,0,0,1,0,7,7,7,1,7,1,7,7,7.00,2,6,1,7,1,7,7,7,7,7,6.86,7,7,7,7,4,6.40,6,7,7,6.67,5,5,2,6,4,5.00,1,1,1,4,1,1,1.60,7,1,7,7,7,7,7.00,5,1,5,2,6,4.25,5,6,6,5.67,3,Health Information Tech,1,1973,43,2,0.50,1,0,0,0,0,0,,0.50,1,6,2.00,1.50,1,,1,0,No,To see how many people know about implicit bias and how they feel about it.,2
205,0.5,-0.5,0,0,1,0,6,2,6,2,6,3,5,5,5.00,2,6,2,6,2,6,6,6,6,6,6.00,6,6,6,6,6,6.00,5,6,6,5.67,4,3,4,4,4,3.75,2,4,4,4,4,4,4.00,4,2,6,4,6,4,4.80,2,2,2,4,4,2.50,6,6,6,6.00,3,retail,0,1959,57,2,0.50,0,0,1,0,0,0,,-0.50,2,6,2.00,2.00,1,,1,0,no,bias,2
206,0.5,-0.5,0,0,1,0,6,6,6,2,6,2,6,6,6.00,2,6,5,3,5,3,6,6,6,6,5.14,6,3,6,2,2,3.80,4,4,4,4.00,6,6,6,2,6,5.00,4,2,2,2,2,2,2.00,6,2,6,6,6,5,5.80,6,2,2,6,2,3.00,6,6,6,6.00,3,manager,0,1973,43,1,-0.50,0,0,1,0,0,0,,-0.50,2,6,2.00,2.00,4,green,1,0,nice job,not srue,2
207,0.5,-0.5,0,0,1,0,7,7,7,1,7,3,5,7,6.67,3,5,1,7,1,7,7,7,7,7,6.71,7,7,7,7,7,7.00,7,7,7,7.00,7,7,3,5,6,6.25,7,7,5,7,7,7,6.60,5,7,1,3,1,7,3.40,7,1,3,5,3,3.50,7,7,7,7.00,3,unemployed,0,1989,27,1,-0.50,0,0,0,1,0,0,,0.50,2,6,2.00,2.00,1,,1,0,I think doctors should be set a high level of service and should be punished if they show bias in not providing the best quality of care.,How after reading an article will a person be more likely to critique doctors harshly based on not providing optimal care to the older patients.,2
208,0.5,-0.5,0,0,1,0,6,6,6,3,5,6,2,6,5.17,5,3,3,5,3,5,6,6,6,6,5.29,6,6,6,6,6,6.00,6,6,6,6.00,5,5,4,4,3,4.25,4,4,3,5,4,5,4.20,4,4,4,3,4,3,3.60,5,3,4,6,2,3.50,4,4,5,4.33,3,nursing assistant,1,1982,34,2,0.50,1,0,0,0,0,0,,0.50,1,7,1.00,1.00,1,,1,0,no,to find out if people unconsciously show bias against certain groups,2
209,0.5,-0.5,0,0,1,0,7,7,7,1,7,1,7,6,6.83,1,7,1,7,1,7,7,7,7,7,7.00,7,7,4,7,7,6.40,7,7,7,7.00,2,2,6,2,2,2.00,2,1,1,1,1,1,1.00,7,1,7,7,7,7,7.00,1,1,1,6,2,1.25,7,7,7,7.00,3,Retail,0,1989,27,2,0.50,0,1,0,0,0,0,,0.50,1,7,1.00,1.00,3,,1,0,N/A,Examining people's opinions on different bias/prejudices.,2
210,0.5,-0.5,0,0,1,0,7,7,7,1,7,5,3,7,6.33,2,6,2,6,6,2,7,7,7,7,6.00,7,7,7,7,1,5.80,5,7,5,5.67,7,7,1,7,7,7.00,7,7,7,5,7,7,6.60,5,1,7,7,7,5,6.20,7,7,7,1,7,7.00,6,6,6,6.00,1,Dietary Cook,0,1988,28,1,-0.50,0,0,1,0,0,0,,-0.50,2,6,2.00,2.00,1,,1,0,,To see if people sub consciously are biased towards other groups and how they accept that.,3
211,0.5,-0.5,0,0,1,0,4,5,7,4,4,3,5,3,4.67,2,6,2,6,2,6,6,7,6,7,6.29,7,7,7,7,7,7.00,4,7,5,5.33,1,2,2,6,2,2.75,2,2,2,2,2,2,2.00,7,2,6,7,7,7,6.80,1,1,1,1,7,2.50,4,4,5,4.33,3,Teller,0,1981,35,2,0.50,0,0,1,0,0,0,,-0.50,6,2,6.00,6.00,2,,1,0,,Biases,2
212,-0.5,0.5,0,1,0,0,7,7,7,1,7,3,5,1,5.67,1,7,1,7,1,7,7,7,7,7,7.00,7,7,7,7,7,7.00,5,7,5,5.67,1,1,7,1,1,1.00,4,1,1,7,1,1,2.20,7,1,7,7,7,7,7.00,1,1,1,7,1,1.00,7,7,7,7.00,3,CSR,0,1980,36,1,-0.50,0,0,1,0,0,0,,-0.50,3,6,2.00,2.50,1,,1,0,No,Whether people can see their own implicit biases or not,2
213,-0.5,0.5,0,1,0,0,4,7,7,4,4,1,7,1,5.00,6,2,7,1,7,1,2,4,3,4,2.43,4,5,3,4,4,4.00,4,6,4,4.67,1,1,7,1,1,1.00,1,1,1,1,1,1,1.00,7,1,7,7,1,7,5.80,1,1,1,7,1,1.00,7,7,5,6.33,3,Virtual Assistant,0,1992,24,2,0.50,1,0,0,0,0,0,,0.50,4,4,4.00,4.00,1,,1,0,,,2
214,-0.5,0.5,0,1,0,0,5,5,5,3,5,4,4,7,5.17,3,5,3,5,4,4,6,6,6,6,5.43,6,6,6,6,6,6.00,6,6,6,6.00,5,5,3,5,3,4.50,5,5,5,6,6,4,5.20,7,1,7,7,7,6,6.80,4,3,2,4,4,3.25,6,6,5,5.67,3,Technology assistant,0,1983,33,2,0.50,0,0,1,0,0,0,,-0.50,2,7,1.00,1.50,1,,1,0,No.,To see how levels of bias are judged between oneself and someone else.,2
215,-0.5,0.5,0,1,0,0,7,6,6,2,6,2,6,6,6.17,3,5,2,6,2,6,6,2,5,6,5.14,6,5,7,5,6,5.80,6,7,6,6.33,5,2,2,6,1,3.50,5,5,6,3,2,3,3.80,7,1,7,5,6,5,6.00,2,6,6,5,3,4.25,6,7,6,6.33,3,Tech Support,0,1989,27,1,-0.50,0,0,1,0,0,0,,-0.50,1,7,1.00,1.00,3,,1,0,,Ideas on race,2
216,-0.5,0.5,0,1,0,0,5,6,6,1,7,1,7,7,6.33,3,5,2,6,2,6,7,5,4,5,5.43,7,6,6,6,6,6.20,5,5,2,4.00,4,4,5,3,4,3.75,5,5,1,5,2,3,3.20,7,3,5,6,6,6,6.00,5,6,6,2,6,5.75,5,5,5,5.00,3,Marketing associate,0,1993,23,2,0.50,0,0,1,0,0,0,,-0.50,5,5,3.00,4.00,2,,1,0,None,To see what my views of biases are,2
217,-0.5,0.5,0,1,0,0,6,7,6,2,6,4,4,6,5.83,3,5,3,5,6,2,6,7,7,7,5.57,6,6,5,6,1,4.80,7,7,6,6.67,5,5,5,3,3,4.00,4,1,1,3,1,1,1.40,7,5,3,7,6,7,6.00,5,3,4,6,2,3.50,6,5,6,5.67,3,Service manager,0,1981,35,1,-0.50,0,0,1,0,0,0,,-0.50,1,6,2.00,1.50,1,,1,0,"No, thank you.",To study bias concepts in a non-traditional setting.,2
218,-0.5,0.5,0,1,0,0,3,5,3,4,4,3,5,5,4.17,3,5,4,4,5,3,5,5,5,5,4.57,5,5,6,4,5,5.00,4,5,4,4.33,4,2,6,2,3,2.75,3,1,1,1,1,1,1.00,7,1,7,7,7,7,7.00,4,4,4,5,3,3.75,5,5,5,5.00,3,developer,0,1961,55,1,-0.50,0,0,1,0,0,0,,-0.50,1,7,1.00,1.00,1,,1,0,no,no idea,2
219,-0.5,0.5,0,1,0,0,5,5,6,3,5,3,5,5,5.17,5,3,6,2,6,2,6,6,6,6,4.43,5,3,6,3,6,4.60,1,6,3,3.33,5,6,3,5,5,5.25,5,2,3,3,2,2,2.40,5,3,5,6,3,3,4.40,5,3,5,3,5,4.50,6,6,5,5.67,3,Data Analyst,0,1982,34,1,-0.50,0,0,1,0,0,0,,-0.50,3,5,3.00,3.00,3,,1,0,,,2
220,-0.5,0.5,0,1,0,0,6,7,7,1,7,1,7,4,6.33,2,6,1,7,1,7,7,7,7,7,6.86,7,7,7,7,6,6.80,7,6,5,6.00,1,1,7,1,1,1.00,1,2,1,1,1,2,1.40,7,1,7,7,7,6,6.80,1,1,1,7,1,1.00,5,6,6,5.67,3,tutor,0,1986,30,2,0.50,0,0,0,1,0,0,,0.50,1,7,1.00,1.00,1,,1,0,,,2
