Pnum,Condition,IBArticle,EBArticle,Accountability_1,Accountability_2,Accountability_3,Accountability_4,Accountability_4_REV,Accountability_5,Accountability_5_REV,Accountability_6,xAccountability,Concern_1,Concern_1_REV,Concern_2,Concern_2_REV,Concern_3,Concern_3_REV,Concern_4,Concern_5,Concern_6,xConcern,Reform_1,Reform_2,Reform_3,Reform_4,Reform_5,xReform,Punish_1,Punish_2,Punish_3,xPunish,BiasPercep_1,BiasPercep_2,BiasPercep_3,BiasPercep_3_REV,BiasPercep_4,xBiasPercep,Attribution,MCP_1,MCP_2,MCP_3,MCP_4,MCP_5,xEMS,MCP_6,MCP_7,MCP_7_REV,MCP_8,MCP_9,MCP_10,xIMS,BiasAware_1,BiasAware_2,BiasAware_3,BiasAware_4,BiasAware_4_REV,xBiasAware,IB_Know_1,IB_Know_2,IB_Know_3,xIBKnow,ArtCheck1,ArtCheck2,BiasDef,Job,MedicalProf,GunOwn,MarijuanaUse,Age,Gender,Gender_Recoded,Race_1,Race_2,Race_3,Race_4,Race_5,Race_6,Race_6_TEXT,White_Nonwhite,Cons,Lib,Lib_REV,xCons,Party,Party_TEXT,Exclude,Suspicion,Feedback,Hype,Prev
181,0.5,1,0,5,6,6,3,5,4,4,6,5.33,3,5,3,5,5,3,6,6,5,5,6,3,6,4,4,4.6,2,2,2,2,5,6,3,5,5,5.25,4,6,5,6,6,5,5.6,4,5,3,4,3,5,3.8,5,6,5,2,6,5.5,6,5,5,5.33,3,3,3,project manager,0,2,2,35,1,-0.5,0,0,1,0,0,0,,-0.5,2,6,2,2,1,,1,1,fake article?,How we measure our own biases,2
182,0.5,1,0,5,6,5,3,5,2,6,6,5.5,3,5,3,5,3,5,5,5,5,5,6,6,6,6,6,6,3,5,3,3.67,3,6,6,2,3,3.5,3,2,3,2,3,2,2.4,6,3,5,6,6,6,5.8,2,2,2,5,3,2.25,6,6,5,5.67,3,3,3,Agricultural Research Lab Technician,0,1,1,25,1,-0.5,0,0,0,0,1,0,,0.5,4,3,5,4.5,3,,1,0,,understanding implicit bias in the workplace,2
183,0.5,1,0,5,5,6,3,5,3,5,5,5.17,4,4,4,4,4,4,5,4,5,4.33,4,5,5,5,5,4.8,4,5,4,4.33,4,4,4,4,4,4,5,5,5,6,5,4,5,4,5,3,4,4,4,3.8,3,3,3,5,3,3,6,6,6,6,3,3,3,web dev,0,1,1,33,1,-0.5,0,0,1,0,0,0,,-0.5,5,4,4,4.5,2,,1,0,no,to see if people's implicit biases affect the way they treat other people,3
184,0.5,1,0,5,1,7,6,2,7,1,4,3.33,7,1,7,1,7,1,7,7,7,4,7,7,7,7,7,7,4,7,7,6,7,5,4,4,6,5.5,6,7,7,7,7,7,7,7,1,7,7,7,7,7,4,5,5,2,6,5,3,6,6,5,2,3,3,secretary,0,1,2,34,2,0.5,0,0,1,0,0,0,,-0.5,5,5,3,4,2,,1,0,,,2
185,0.5,1,0,3,3,3,5,3,5,3,5,3.33,6,2,6,2,6,2,5,6,5,3.67,7,5,7,5,5,5.8,3,3,3,3,5,6,3,5,5,5.25,3,7,7,7,7,6,6.8,7,4,4,7,6,7,6.2,6,6,6,2,6,6,7,7,7,7,3,3,3,unemployed,0,1,2,41,1,-0.5,0,0,1,0,0,0,,-0.5,3,3,5,4,3,,1,0,,to see how aware of implicit biases we are in ourselves and others.,2
186,0.5,1,0,7,7,7,1,7,2,6,7,6.83,1,7,1,7,1,7,7,7,7,7,7,7,7,7,5,6.6,7,7,7,7,5,6,3,5,5,5.25,6,5,1,7,1,1,3,7,2,6,7,6,7,6.6,3,1,3,5,3,2.5,7,7,7,7,3,3,3,Nurse (BSN),1,1,2,61,2,0.5,0,0,1,0,0,0,,-0.5,5,2,6,5.5,2,,1,0,Very interesting study,"To evaluate a participants willingness to acknowledge implicit bias.  I frankly believe everyone has a little, just unwilling to be frank about it.",2
187,0.5,1,0,6,6,6,1,7,6,2,6,5.5,5,3,5,3,5,3,5,6,5,4.17,5,5,6,3,5,4.8,3,3,2,2.67,5,5,4,4,5,4.75,5,5,3,6,5,2,4.2,5,2,6,5,4,4,4.8,3,2,2,3,5,3,5,5,5,5,2,3,3,Student,0,2,2,27,2,0.5,0,0,1,0,0,0,,-0.5,2,6,2,2,1,,1,0,,To find out how biased we think we are.,2
188,0.5,1,0,3,4,3,6,2,6,2,5,3.17,4,4,4,4,4,4,6,6,6,5,5,3,5,5,3,4.2,3,3,3,3,4,4,6,2,5,3.75,3,3,2,6,3,2,3.2,6,3,5,6,6,6,5.8,5,3,5,5,3,4,6,6,6,6,3,3,3,Quality Systems Manager,0,1,1,52,1,-0.5,0,0,1,1,1,0,,0.5,1,7,1,1,3,,1,0,,,2
189,0.5,1,0,1,3,4,7,1,1,7,5,3.5,7,1,6,2,7,1,7,7,7,4.17,5,1,7,1,1,3,1,5,3,3,7,7,2,6,5,6.25,7,1,3,5,1,3,2.6,7,3,5,7,6,7,6.4,6,1,6,1,7,5,7,7,7,7,3,3,3,chef,0,2,2,60,1,-0.5,0,0,1,0,0,0,,-0.5,1,7,1,1,1,,1,0,"no, outside it was interesting",several possibilities. So many I could not say,2
190,0.5,1,0,6,6,6,2,6,2,6,6,6,2,6,2,6,2,6,6,5,6,5.83,5,5,5,5,5,5,5,4,4,4.33,4,4,5,3,4,3.75,4,2,2,4,4,3,3,4,3,5,5,5,5,4.8,4,3,3,4,4,3.5,4,4,4,4,3,3,3,retail,0,2,2,44,1,-0.5,0,0,1,0,0,0,,-0.5,1,6,2,1.5,3,,1,0,,,3
191,0.5,1,0,2,6,6,2,6,2,6,6,5.33,3,5,5,3,5,3,6,6,6,4.83,6,6,6,6,6,6,6,6,3,5,5,5,3,5,2,4.25,5,6,6,6,6,2,5.2,6,2,6,6,6,6,6,6,6,6,2,6,6,5,5,6,5.33,3,3,3,software engineer,0,2,2,25,2,0.5,0,1,0,0,0,0,,0.5,2,6,2,2,1,,1,0,,How we feel about implicit bias,2
192,0.5,1,0,6,3,3,7,1,7,1,6,3.33,7,1,7,1,7,1,6,6,6,3.5,5,2,5,6,1,3.8,1,1,1,1,1,1,6,2,1,1.25,6,7,6,6,7,6,6.4,7,4,4,7,7,7,6.4,2,1,2,6,2,1.75,7,7,7,7,3,3,3,webmaster,0,2,1,52,1,-0.5,0,0,1,0,0,0,,-0.5,7,1,7,7,2,,1,0,no,Bias in medical treatment,2
193,0.5,1,0,4,4,4,5,3,5,3,5,3.83,5,3,3,5,3,5,3,6,4,4.33,3,4,4,2,4,3.4,6,5,4,5,5,3,6,2,5,3.75,3,6,3,5,3,4,4.2,3,2,6,2,5,4,4,5,5,4,3,5,4.75,5,3,4,4,3,2,3,forklift manager,0,1,2,46,1,-0.5,0,0,0,0,1,0,,0.5,4,4,4,4,2,,1,0,n/a,"have no idea, sorry.",2
194,0.5,1,0,3,4,4,4,4,3,5,6,4.33,3,5,5,3,5,3,5,2,5,3.83,6,5,5,2,2,4,3,5,2,3.33,5,4,6,2,2,3.25,5,2,2,2,2,1,1.8,6,6,2,6,2,5,4.2,2,6,6,6,2,4,5,5,5,5,3,3,3,graphic designer,0,2,2,27,1,-0.5,0,0,1,0,0,0,,-0.5,3,5,3,3,1,,1,0,None,if we're biased or not,2
195,0.5,1,0,4,4,4,4,4,2,6,6,4.67,4,4,5,3,5,3,6,6,4,4.33,4,5,4,4,4,4.2,4,4,2,3.33,5,4,4,4,4,4.25,5,4,3,3,5,5,4,4,3,5,3,4,4,4,4,4,2,3,5,3.75,4,5,5,4.67,3,3,3,Unemployed,0,2,2,27,1,-0.5,0,1,0,0,0,0,,0.5,3,5,3,3,1,,1,0,,Implicit biases in doctor's interaction with patents.,2
196,0.5,1,0,1,7,7,1,7,1,7,7,6,1,7,1,7,4,4,7,7,4,6,7,7,7,7,7,7,4,4,4,4,5,6,5,3,5,4.75,6,4,4,6,4,4,4.4,7,1,7,7,7,7,7,5,4,5,5,3,4.25,1,1,4,2,3,3,4,Freelancer,0,2,2,26,2,0.5,0,0,1,0,0,0,,-0.5,4,4,4,4,3,,1,0,"none, thank you",To learn how people think about biases,2
197,0.5,1,0,4,7,7,1,7,5,3,4,5.33,6,2,5,3,5,3,7,6,7,4.67,7,7,7,7,7,7,7,7,7,7,7,7,6,2,7,5.75,5,5,5,5,6,4,5,5,5,3,5,5,5,4.6,7,6,6,2,6,6.25,3,3,4,3.33,3,3,3,admin assistant,0,2,1,23,2,0.5,0,0,1,1,0,0,,0.5,1,7,1,1,1,,1,0,no,"better understand how different types of information are learned, processed, and reported",3
198,0.5,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,26,0,1,1,26,2,0.5,0,0,1,0,0,0,,-0.5,6,1,7,6.5,2,,1,0,,Perceptions about doctors asking about my guns,2
199,0.5,1,0,5,6,6,6,2,4,4,6,4.83,3,5,3,5,3,5,6,6,6,5.5,6,6,6,6,6,6,6,5,5,5.33,5,5,3,5,5,5,3,2,2,6,2,2,2.8,2,2,6,6,6,6,5.2,4,5,5,3,5,4.75,6,6,6,6,3,3,3,teacher,0,2,2,27,1,-0.5,0,0,1,0,0,0,,-0.5,3,5,3,3,3,,1,0,,no idea,2
200,0.5,1,0,5,3,5,5,3,3,5,5,4.33,4,4,5,3,5,3,4,4,5,3.83,5,5,3,4,3,4,5,3,6,4.67,4,6,4,4,5,4.75,4,2,6,4,4,5,4.2,3,5,3,5,4,4,3.8,5,4,3,5,3,3.75,5,4,5,4.67,3,3,3,business clerk,0,2,2,27,1,-0.5,0,0,1,0,0,0,,-0.5,2,5,3,2.5,1,,1,0,,to see how we feel about doctors who have implicit biases,2
201,0.5,1,0,4,5,5,4,4,4,4,3,4.17,3,5,3,5,3,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,1,1,4,4,1,1.75,4,1,4,1,1,4,2.2,4,3,5,4,4,6,4.6,2,2,1,6,2,1.75,4,6,6,5.33,3,3,3,FREELANCE VOICE TALENT,0,2,2,50,1,-0.5,1,0,0,0,0,0,,0.5,4,4,4,4,3,,1,0,NO,personal views,2
202,0.5,1,0,5,5,4,3,5,2,6,2,4.5,2,6,3,5,3,5,6,5,5,5.33,5,5,4,6,3,4.6,6,5,3,4.67,3,3,6,2,2,2.5,2,5,6,4,3,6,4.8,5,5,3,5,6,5,4.8,3,2,3,4,4,3,4,6,4,4.67,3,3,3,tech manager,0,2,2,26,2,0.5,0,0,1,0,0,0,,-0.5,2,7,1,1.5,1,,1,0,,I'm not positive.,2
203,0.5,1,0,6,4,5,4,4,6,2,7,4.67,5,3,5,3,5,3,7,4,4,4,7,1,7,6,5,5.2,4,4,4,4,1,1,1,7,1,2.5,1,5,1,1,1,1,1.8,7,1,7,7,7,7,7,1,1,1,7,1,1,5,5,5,5,3,3,3,Sales,0,1,2,41,2,0.5,1,0,0,0,0,0,,0.5,4,4,4,4,3,,1,0,No,Biases,2
204,0.5,1,0,2,4,4,6,2,6,2,4,3,6,2,6,2,6,2,6,3,6,3.5,4,4,6,5,2,4.2,2,2,2,2,6,6,2,6,6,6,6,5,5,5,5,5,5,4,6,2,3,4,3,3.2,6,2,2,6,2,3,6,6,6,6,3,3,3,animal control officer,0,1,2,56,2,0.5,0,0,1,0,0,0,,-0.5,7,1,7,7,2,,1,0,I would have preferred that there be a 'prefer not to say' choice on the question about gun ownership,no idea,3
205,0.5,1,0,5,6,7,2,6,2,6,6,6,4,4,3,5,3,5,6,4,5,4.83,4,5,6,7,2,4.8,2,5,4,3.67,2,2,7,1,2,1.75,3,2,3,3,2,4,2.8,7,1,7,5,5,6,6,1,1,1,7,1,1,7,7,5,6.33,3,3,3,CR II,0,2,2,34,2,0.5,0,0,0,0,1,0,,0.5,3,6,2,2.5,1,,1,0,no,Not suer,2
206,0.5,1,0,4,5,5,4,4,3,5,5,4.67,4,4,5,3,5,3,5,5,5,4.17,7,4,6,6,5,5.6,3,4,3,3.33,1,1,2,6,1,2.25,4,1,1,1,1,1,1,7,2,6,6,6,7,6.4,1,1,2,2,6,2.5,6,6,7,6.33,3,3,3,Teacher,0,2,2,34,2,0.5,0,0,1,0,0,0,,-0.5,1,7,1,1,1,,1,0,Nope,Not sure,3
207,0.5,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,student,0,2,3,22,1,-0.5,0,0,1,0,0,0,,-0.5,4,4,4,4,1,,1,0,,,2
208,0.5,1,0,6,6,6,1,7,2,6,7,6.33,1,7,1,7,6,2,7,7,6,6,6,6,7,6,6,6.2,7,6,6,6.33,3,4,2,6,3,4,2,4,3,3,2,4,3.2,4,4,4,5,3,5,4.2,4,3,4,3,5,4,4,4,4,4,3,3,3,Cashier,0,2,2,24,2,0.5,0,0,0,1,0,0,,0.5,1,5,3,2,1,,1,0,No.,No idea,2
209,0.5,1,0,5,6,6,6,2,1,7,6,5.33,2,6,2,6,2,6,6,6,6,6,3,6,6,6,4,5,6,6,4,5.33,5,6,6,2,6,4.75,2,4,6,2,3,2,3.4,2,3,5,6,3,6,4.4,3,7,4,3,5,4.75,2,6,5,4.33,3,3,3,Retail,0,2,1,30,1,-0.5,0,0,1,0,1,0,,0.5,5,5,3,4,4,Libertarian,1,1,I would hope doctors don't actually do that.,Not sure,2
210,0.5,1,0,5,6,4,2,6,1,7,5,5.5,4,4,6,2,6,2,5,6,5,4,7,6,7,6,4,6,6,6,4,5.33,2,5,6,2,4,3.25,6,5,1,7,4,3,4,5,4,4,5,5,2,4.2,4,4,2,3,5,3.75,6,6,7,6.33,3,3,3,designer,0,2,3,31,2,0.5,0,0,1,0,0,0,,-0.5,4,4,4,4,3,,1,0,Great study. Memory check for Yale and Harvard messed with me a little; but it's good to keep us on our toes.,to understand how people process information.,2
211,0.5,1,0,5,4,4,3,5,4,4,4,4.33,4,4,4,4,5,3,3,5,4,3.83,5,5,6,4,5,5,4,4,6,4.67,4,4,4,4,5,4.25,4,4,2,4,4,4,3.6,3,5,3,4,4,5,3.8,5,6,4,3,5,5,5,4,5,4.67,3,3,3,office manager,0,2,1,30,2,0.5,0,0,1,0,0,0,,-0.5,1,7,1,1,1,,1,0,,,2
212,0.5,1,0,6,6,6,1,7,2,6,6,6.17,2,6,2,6,2,6,7,7,7,6.5,7,6,7,7,7,6.8,7,7,7,7,6,6,6,2,6,5,7,6,6,6,6,6,6,6,6,2,6,2,6,4.4,6,6,6,2,6,6,5,5,5,5,3,3,3,turker,0,2,3,43,2,0.5,0,0,1,0,0,0,,-0.5,5,3,5,5,2,,1,0,no,I do not know.,2
213,0.5,1,0,6,6,6,3,5,2,6,6,5.83,2,6,2,6,2,6,6,6,6,6,6,5,6,4,6,5.4,4,5,4,4.33,5,5,5,3,2,3.75,5,3,3,6,3,2,3.4,6,2,6,6,6,6,6,5,5,3,3,5,4.5,2,2,4,2.67,3,3,3,data analyst,0,1,2,35,2,0.5,0,0,0,1,0,0,,0.5,5,5,3,4,1,,1,0,no,how we view people who treat others in a biased manner,2
214,0.5,1,0,6,6,6,2,6,5,3,6,5.5,2,6,2,6,2,6,6,5,6,5.83,7,6,7,2,5,5.4,4,6,4,4.67,3,1,7,1,3,2,1,6,3,6,6,6,5.4,6,5,3,6,4,6,5,5,2,2,6,2,2.75,3,4,4,3.67,3,3,3,Finance,0,2,2,34,2,0.5,1,0,0,0,0,0,,0.5,3,5,3,3,1,,1,0,,To see how people feel about doctor's being biased,2
215,0.5,1,0,2,3,2,4,4,6,2,4,2.83,5,3,5,3,5,3,4,3,2,3,3,2,2,2,2,2.2,1,2,2,1.67,2,2,2,6,2,3,2,2,2,2,2,2,2,6,6,2,6,3,6,4.6,1,1,1,6,2,1.25,6,6,4,5.33,2,3,3,Administrative Assistant,0,2,2,35,2,0.5,0,0,1,1,1,0,,0.5,6,1,7,6.5,2,,1,0,,,2
216,0.5,1,0,5,5,5,1,7,2,6,6,5.67,3,5,2,6,5,3,7,4,3,4.67,5,4,5,3,5,4.4,4,3,3,3.33,6,6,2,6,6,6,5,3,5,3,3,5,3.8,5,3,5,6,5,5,5.2,6,2,5,2,6,4.75,5,5,6,5.33,3,3,3,Sonographer,0,2,1,35,2,0.5,0,0,1,0,0,0,,-0.5,5,2,6,5.5,3,,1,0,No thank you,I am not sure,2
217,0.5,1,0,5,6,7,1,7,3,5,7,6.17,3,5,2,6,6,2,7,6,3,4.83,7,3,7,2,6,5,3,7,6,5.33,1,1,6,2,1,1.25,1,4,4,2,4,1,3,6,2,6,5,6,5,5.6,2,2,2,6,2,2,2,2,4,2.67,3,3,3,Food prep/service,0,1,2,44,2,0.5,0,0,1,0,0,0,,-0.5,6,1,7,6.5,2,,1,0,,How people judge doctors for being biased when they themselves could be just as biased.,2
218,0.5,1,0,5,5,6,3,5,6,2,7,5,5,3,3,5,7,1,6,5,3,3.83,2,1,2,2,1,1.6,3,3,1,2.33,5,5,5,3,5,4.5,5,7,6,5,2,3,4.6,7,1,7,7,7,7,7,5,3,5,1,7,5,3,6,6,5,3,3,3,self-employed,0,1,2,50,2,0.5,0,0,1,0,0,0,,-0.5,4,4,4,4,1,,1,0,none,how people judge others,2
219,0.5,1,0,3,4,4,3,5,3,5,5,4.33,5,3,5,3,6,2,5,6,3,3.67,6,4,5,4,2,4.2,1,3,2,2,5,5,3,5,5,5,3,4,6,5,5,5,5,6,2,6,6,7,6,6.2,5,4,5,2,6,5,6,6,6,6,3,3,3,Editor / Technical Writer,0,1,2,43,2,0.5,0,1,0,0,0,0,,0.5,4,3,5,4.5,2,,1,0,,If being told about others having implicit bias made people more aware of their own bias and prejudices.,2
220,0.5,1,0,2,3,3,4,4,4,4,2,3,5,3,7,1,7,1,3,1,2,1.83,5,3,4,4,4,4,1,4,1,2,5,6,2,6,2,4.75,2,1,5,3,3,2,2.8,5,6,2,5,1,2,3,2,2,1,6,2,1.75,7,7,4,6,3,3,3,marketer,0,2,2,28,1,-0.5,0,0,1,0,0,0,,-0.5,7,4,4,5.5,2,,1,0,,I don't know.,3
221,0.5,1,0,6,5,7,6,2,6,2,5,4.5,5,3,5,3,6,2,6,6,7,4.5,7,6,6,6,5,6,6,6,5,5.67,6,7,6,2,5,5,5,6,6,6,5,5,5.6,5,3,5,6,7,7,6,7,6,6,5,3,5.5,6,5,6,5.67,3,3,3,Media production,0,2,1,27,1,-0.5,0,0,1,0,0,0,,-0.5,5,2,6,5.5,2,,1,0,,,2
222,0.5,1,0,5,6,6,2,6,7,1,7,5.17,5,3,5,3,5,3,7,7,7,5,7,4,7,4,3,5,7,5,3,5,6,2,2,6,6,5,2,4,6,4,4,4,4.4,6,3,5,6,4,6,5.4,4,2,2,6,2,2.5,6,6,6,6,3,3,3,homemaker,0,1,1,30,2,0.5,0,0,1,0,0,0,,-0.5,2,6,2,2,1,,1,0,"no issues, thank you",to see if people are cias or stereotypical,2
223,0.5,1,0,6,6,7,2,6,3,5,6,6,3,5,3,5,3,5,6,6,6,5.5,5,6,4,5,5,5,4,6,5,5,5,4,5,3,5,4.25,5,6,4,4,5,4,4.6,6,2,6,6,5,6,5.8,4,5,5,3,5,4.75,6,6,6,6,3,3,3,product designer,0,2,1,29,2,0.5,0,0,1,0,0,0,,-0.5,1,7,1,1,3,,1,0,,,2
224,0.5,1,0,7,7,7,1,7,1,7,7,7,1,7,1,7,1,7,7,7,7,7,7,5,7,5,5,5.8,7,7,7,7,1,1,7,1,1,1,1,1,7,7,1,7,4.6,7,1,7,7,7,7,7,1,1,1,7,1,1,7,7,7,7,3,3,3,Self Employed,0,2,1,37,1,-0.5,0,0,1,0,0,0,,-0.5,1,6,2,1.5,1,,1,0,none,Implicit bias,1
225,0.5,1,0,4,6,6,2,6,2,6,6,5.67,2,6,3,5,3,5,6,6,5,5.5,6,6,7,5,6,6,5,6,4,5,2,3,5,3,3,2.75,3,2,2,3,2,2,2.2,6,1,7,6,7,5,6.2,2,2,3,6,2,2.25,7,7,6,6.67,3,3,3,N/A,0,2,2,27,1,-0.5,0,0,1,0,0,0,,-0.5,2,6,2,2,3,,1,0,no,I think the study was seeing how people felt about doctors having implicit biases and if those people have implicit biases themselves.,2
226,0.5,1,0,6,6,6,2,6,3,5,6,5.83,2,6,2,6,2,6,6,6,6,6,6,6,6,4,4,5.2,6,6,6,6,3,2,6,2,3,2.5,3,6,6,6,6,3,5.4,7,2,6,7,6,7,6.6,2,3,3,6,2,2.5,5,5,6,5.33,3,3,3,Customer Service Rep,0,1,1,59,2,0.5,0,0,1,0,0,0,,-0.5,2,6,2,2,1,,1,0,,I'm not sure,2
227,0.5,1,0,6,6,6,6,2,1,7,6,5.5,2,6,2,6,2,6,6,6,6,6,6,6,6,6,6,6,3,6,6,5,2,2,6,2,2,2,2,2,2,2,2,2,2,2,1,7,6,6,6,5.4,5,5,5,3,5,5,6,6,5,5.67,3,3,3,Payroll Manager,0,2,2,32,1,-0.5,0,0,1,0,0,0,,-0.5,5,5,3,4,3,,1,0,,,3
228,0.5,1,0,4,3,3,5,3,2,6,3,3.67,5,3,5,3,5,3,4,5,4,3.67,6,3,6,3,4,4.4,4,4,3,3.67,5,5,3,5,5,5,6,2,5,5,5,3,4,7,1,7,7,7,7,7,6,6,6,2,6,6,6,6,7,6.33,3,3,3,Human Resources Manager,0,2,2,29,2,0.5,0,0,1,0,0,0,,-0.5,1,7,1,1,1,,1,0,No,I am not sure.,2
229,0.5,1,0,2,6,6,6,2,4,4,4,4,2,6,2,6,2,6,6,6,6,6,4,4,2,2,2,2.8,2,2,2,2,6,4,6,2,4,4,2,6,6,2,6,6,5.2,6,4,4,6,6,6,5.6,4,4,4,4,4,4,2,2,2,2,3,3,4,self employed,0,2,2,46,2,0.5,0,0,1,0,0,0,,-0.5,4,4,4,4,3,,1,0,not really,about politics,2
230,0.5,1,0,5,5,6,3,5,4,4,6,5.17,5,3,5,3,5,3,6,6,3,4,6,6,7,5,5,5.8,6,6,5,5.67,5,5,6,2,5,4.25,4,6,4,5,2,3,4,5,4,4,6,6,5,5.2,4,3,3,4,4,3.5,4,5,4,4.33,3,3,3,Production worker,0,2,2,36,2,0.5,1,0,0,0,0,0,,0.5,2,6,2,2,1,,1,0,No,Not sure,2
231,0.5,1,0,5,2,6,5,3,5,3,4,3.83,6,2,6,2,7,1,2,6,6,3.17,6,7,5,6,5,5.8,5,6,6,5.67,2,6,6,2,5,3.75,7,5,2,3,6,7,4.6,6,7,1,2,5,6,4,5,7,5,5,3,5,5,6,7,6,2,3,3,team lead,0,2,2,24,2,0.5,0,0,1,0,0,0,,-0.5,2,5,3,2.5,1,,1,0,,no idea,2
232,0.5,1,0,6,7,7,2,6,1,7,7,6.67,1,7,1,7,1,7,7,7,7,7,7,6,7,5,3,5.6,5,6,3,4.67,2,3,6,2,3,2.5,1,1,1,1,1,1,1,7,1,7,7,7,7,7,2,2,2,6,2,2,5,6,7,6,3,3,3,was accountant,0,2,1,42,2,0.5,0,0,1,0,0,0,,-0.5,1,7,1,1,1,,1,0,,not sure other than what I answered to,3
233,0.5,1,0,4,5,4,3,5,5,3,4,4.17,4,4,5,3,5,3,5,4,4,3.83,4,4,4,5,5,4.4,5,4,4,4.33,4,5,4,4,5,4.5,5,3,5,4,4,5,4.2,4,5,3,4,5,3,3.8,4,5,4,3,5,4.5,3,5,4,4,3,1,1,Team leader,0,2,3,26,1,-0.5,1,0,0,0,0,0,,0.5,1,6,2,1.5,2,,1,0,Nice study,About the information and opinions,2
234,0.5,1,0,5,6,6,2,6,2,6,6,5.83,2,6,1,7,2,6,7,7,7,6.67,6,7,5,6,6,6,6,7,7,6.67,2,6,2,6,5,4.75,6,4,6,5,6,5,5.2,6,1,7,7,7,5,6.4,5,7,7,2,6,6.25,6,7,7,6.67,3,3,3,tso,0,2,2,32,2,0.5,0,1,0,0,0,0,,0.5,2,5,3,2.5,3,,1,0,,,2
235,0.5,1,0,5,5,6,5,3,6,2,5,4.33,5,3,6,2,5,3,5,5,6,4,5,6,5,5,5,5.2,5,6,5,5.33,5,6,5,3,5,4.75,5,6,6,6,5,6,5.8,6,5,3,5,5,5,4.8,5,6,6,6,2,4.75,5,5,6,5.33,1,1,3,Engineer,0,2,2,32,2,0.5,0,0,1,0,0,0,,-0.5,2,6,2,2,1,,1,0,Thanks for letting me participate!,Information & opinions about academia.,2
236,0.5,1,0,3,4,4,3,5,5,3,5,4,4,4,5,3,4,4,5,5,5,4.33,6,5,6,5,3,5,4,4,3,3.67,4,3,6,2,3,3,5,5,4,5,5,5,4.8,4,4,4,5,5,5,4.6,3,6,5,4,4,4.5,6,6,5,5.67,2,3,3,Sales,0,1,2,27,2,0.5,0,0,0,1,0,0,,0.5,4,5,3,3.5,1,,1,0,None,Thoughts on bias,2
237,0.5,1,0,2,5,5,3,5,2,6,7,5,5,3,6,2,6,2,6,6,5,4,6,5,7,5,5,5.6,3,5,6,4.67,3,5,3,5,3,4,6,2,2,2,2,2,2,7,1,7,7,7,7,7,5,5,5,3,5,5,3,6,6,5,3,3,3,Cashier,0,2,2,43,2,0.5,0,0,1,0,0,0,,-0.5,2,7,1,1.5,3,,1,0,None,"Other than the initial stated purpose, I don't know.",2
238,0.5,1,0,1,3,3,5,3,5,3,2,2.5,7,1,7,1,7,1,6,5,6,3.33,7,5,7,4,1,4.8,2,3,5,3.33,6,6,2,6,5,5.75,5,6,6,6,5,2,5,5,3,5,3,2,5,4,5,3,5,2,6,4.75,6,6,7,6.33,3,3,3,Homemaker,0,2,2,36,2,0.5,0,0,0,1,0,0,,0.5,2,7,1,1.5,1,,1,0,Thank you for allowing me to participate.,I'm not sure.,2
239,0.5,1,0,6,6,6,2,6,2,6,6,6,2,6,2,6,2,6,6,6,6,6,6,6,6,6,5,5.8,4,6,4,4.67,3,3,5,3,3,3,2,4,4,4,4,4,4,7,1,7,7,7,7,7,3,5,4,3,5,4.25,5,5,6,5.33,3,3,3,Retail,0,2,2,31,1,-0.5,0,0,1,0,0,0,,-0.5,1,6,2,1.5,3,,1,0,n/a,Perceptions on doctors and bias,2
240,0.5,1,0,4,4,5,5,3,5,3,4,3.83,6,2,6,2,6,2,5,4,2,2.83,4,3,5,5,3,4,3,3,3,3,5,5,6,2,5,4.25,5,2,1,1,1,1,1.2,7,4,4,7,4,5,5.4,1,1,2,5,3,1.75,6,6,6,6,3,3,3,senior contributor,0,1,2,27,2,0.5,0,0,1,0,0,0,,-0.5,6,1,7,6.5,4,Libertarian,1,0,"Although I do not smoke marijuana, I am completely in favor of it recreational and medical uses",to test peoples awareness and attitudes towards biases,2
241,0.5,1,0,1,5,5,5,3,3,5,7,4.33,3,5,3,5,5,3,7,5,6,5.17,6,6,6,5,5,5.6,5,6,6,5.67,5,5,3,5,5,5,5,2,2,1,2,2,1.8,7,1,7,6,6,6,6.4,5,2,6,3,5,4.5,6,6,6,6,3,3,3,budtender,0,2,1,40,1,-0.5,0,0,1,1,0,0,,0.5,2,6,2,2,1,,1,0,Good luck on your study!,"Whether or not we believe in ""implicit bias"".",2
242,0.5,1,0,6,7,7,3,5,4,4,7,6,6,2,5,3,6,2,7,7,7,4.67,7,4,6,4,4,5,1,1,1,1,5,5,3,5,5,5,5,6,7,7,6,3,5.8,7,1,7,7,7,7,7,6,1,3,4,4,3.5,2,7,7,5.33,3,3,3,homemaker,0,2,2,33,2,0.5,0,0,1,0,0,0,,-0.5,7,1,7,7,2,,1,0,no,to see how people feel about implicit biases,2
